Topic,Grade,Original Question,Is Updated,Updated,Time Taken
Physics,8,"Question: When an object is thrown horizontally, which of these factors influence its time of flight?
Options:
A. Initial velocity
B. Angle of projection
C. Mass of the object
D. Vertical acceleration due to gravity
Answer: D",False,,19.174179792404175
Physics,8,"Question: Newton's Third Law of Motion states that for every action there is...?
Options:
A. An equal mass
B. A simultaneous acceleration
C. An equal and opposite reaction
D. A shorter displacement
Answer: C",False,,24.496479988098145
Physics,8,"Question: Which of the following factors affects the speed of a sound wave?
Options:
A. Color
B. Height
C. Medium
D. Polarity
Answer: C",False,,7.197566986083984
Physics,8,"Question: An object has a mass of 10 kg and accelerates at a rate of 2 m/s^2. What is the force acting on the object?
Options:
A. 5 N
B. 10 N
C. 20 N
D. 40 N
Answer: C",False,,13.626358985900879
Physics,8,"Question: A bicycle rider pushes the pedals with a force of 60 N. According to Newton's Third Law of Motion, what is the equal and opposite force experienced by the rider?
Options:
A. 30 N
B. 45 N
C. 60 N
D. 90 N
Answer: C",False,,7.848400115966797
Physics,8,"Question: Which of the following is NOT a type of energy?
Options:
A. Thermal energy
B. Atomic energy
C. Sound energy
D. Cold energy
Answer: D",False,,21.89188575744629
Physics,8,"Question: An object remains at rest or in uniform motion in a straight line unless acted upon by a force. Which of Newton's laws describe this phenomenon?
Options:
A. First Law
B. Second Law
C. Third Law
D. Law of Gravity
Answer: A",False,,11.4775071144104
Physics,8,"Question: Which of Newton's laws states that an object at rest remains at rest and an object in motion remains in motion unless acted upon by an external force?
Options:
A. First Law
B. Second Law
C. Third Law
D. None of the above
Answer: A",False,,18.341016054153442
Physics,8,"Question: A car travels a distance of 120 meters in 10 seconds. What is its average speed?
Options:
A. 10 m/s
B. 12 m/s
C. 15 m/s
D. 20 m/s
Answer: B",False,,10.771178007125854
Physics,8,"Question: Which of the following situations represents zero acceleration?
Options:
A. A car moving at a constant speed in a straight line
B. A cyclist slowing down while going uphill
C. A ball rolling down an inclined slope
D. A roller coaster moving around a curved track
Answer: A",False,,24.41094398498535
Physics,10,"Question: The work done by an object while lifting an object of mass 10 kg to a height of 4 meters against gravity is:
Options:
A. 100 J
B. 200 J
C. 400 J
D. 800 J
Answer: D",True,"Question: The work done by an object while lifting an object of mass 10 kg to a height of 4 meters against gravity is:
Options:
A. 100 J
B. 200 J
C. 392 J
D. 800 J
Answer: C",27.393883228302002
Physics,10,"Question: A car accelerates at a constant rate from rest to a speed of 20 m/s in 4 seconds. What is the acceleration of the car?
Options:
A. 4 m/s²
B. 5 m/s²
C. 6 m/s²
D. 7 m/s²
Answer: B",False,,17.69646382331848
Physics,10,"Question: A car accelerates uniformly from rest for 8 seconds to reach a speed of 40 m/s. What is the distance traveled during this time?
Options:
A. 80 m
B. 160 m
C. 240 m
D. 320 m
Answer: B",False,,26.23844027519226
Physics,10,"Question: What happens to the wavelength and frequency of a sound wave as it passes from air to water?
Options:
A. Wavelength increases, frequency increases.
B. Wavelength increases, frequency decreases.
C. Wavelength decreases, frequency increases.
D. Wavelength decreases, frequency stays the same.
Answer: D",True,"Question: What happens to the wavelength and frequency of a sound wave as it passes from air to water?
Options:
A. Wavelength increases, frequency increases.
B. Wavelength increases, frequency decreases.
C. Wavelength decreases, frequency increases.
D. Wavelength increases, frequency stays the same.
Answer: D",20.32475996017456
Physics,10,"Question: A car accelerates from rest at 2 m/s². What is the car's final velocity after 5 seconds?
Options:
A. 7 m/s
B. 10 m/s
C. 15 m/s
D. 25 m/s
Answer: B",False,,8.50567078590393
Physics,10,"Question: According to Newton's third law of motion, if object A exerts a force on object B, what will object B do?
Options:
A. Exert an equal force on object A in the same direction
B. Exert an equal force on object A in the opposite direction
C. Exert a weaker force on object A in the opposite direction
D. Exert no force on object A
Answer: B",False,,9.246438026428223
Physics,10,"Question: Which of Newton's laws of motion states that an object at rest will stay at rest and an object in motion will stay in motion with the same speed and direction unless acted upon by a net external force?
Options:
A. First Law
B. Second Law
C. Third Law
D. Fourth Law
Answer: A",False,,10.115884780883789
Physics,10,"Question: Which of Newton's Laws of Motion states that every action has an equal and opposite reaction?
Options:
A. First Law
B. Second Law
C. Third Law
D. Fourth Law
Answer: C",False,,5.783131837844849
Physics,10,"Question: Which of the following describes the frequency of a sound wave?
Options:
A. The speed at which the wave travels
B. The wavelength of the wave
C. The highest point of the wave
D. The number of cycles per second
Answer: D",False,,15.33652400970459
Physics,10,"Question: What is the unit for measuring the frequency of sound waves in air?
Options:
A. Meters
B. Newtons
C. Hertz
D. Joules

Answer: C",False,,10.445965051651001
Physics,10,"Question: A car accelerates uniformly from rest to 20 m/s in 10 seconds. What is the car's acceleration?
Options:
A. 0.5 m/s²
B. 1.0 m/s²
C. 2.0 m/s²
D. 10.0 m/s²
Answer: C",False,,11.904773950576782
Physics,10,"Question: What happens when an electric current flows through a coil of wire?
Options:
A. The coil heats up
B. A magnetic field is produced
C. A chemical reaction occurs
D. The wire becomes brittle
Answer: B",False,,9.647357940673828
Physics,10,"Question: A basketball is thrown horizontally from a height of 5 meters. If it takes 1 second to reach the ground, what is its initial horizontal velocity?
Options:
A. 5 m/s
B. 4 m/s
C. 9.8 m/s
D. 10 m/s
Answer: A",True,"Question: A basketball is thrown horizontally from a height of 5 meters. If it takes 1 second to reach the ground, what is its initial horizontal velocity?
Options:
A. 5 m/s
B. 4 m/s
C. 9.8 m/s
D. Cannot be determined
Answer: D",41.96033573150635
Physics,10,"Question: Which phenomenon occurs when two waves of equal amplitude traveling in opposite directions meet?
Options:
A. Refraction
B. Diffraction
C. Reflection
D. Standing waves

Answer: D",False,,7.63476824760437
Physics,10,"Question: A 15 kg crate is pushed horizontally with a constant force of 30 N. What is the acceleration of the crate?
Options:
A. 0.5 m/s²
B. 1 m/s²
C. 2 m/s²
D. 3 m/s²

Answer: C",False,,17.863972187042236
Physics,10,"Question: A car accelerates from 0 to 60 mph in 12 seconds. What is its approximate acceleration in meters per second squared?
Options:
A. 2.24 m/s²
B. 4.47 m/s²
C. 27.0 m/s²
D. 54.0 m/s²
Answer: A",False,,19.049468994140625
Physics,10,"Question: A car accelerates uniformly from rest to a speed of 60 m/s over a distance of 900 meters. What is the acceleration of the car?
Options:
A. 2 m/s²
B. 4 m/s²
C. 6 m/s²
D. 8 m/s²
Answer: B",False,,16.713391065597534
Physics,10,"Question: When the frequency of a sound wave doubles, what happens to its speed in the same medium?
Options:
A. It remains the same
B. It doubles
C. It gets halved
D. It quadruples

Answer: A",False,,6.683624267578125
Physics,10,"Question: A 10 kg box is pushed with a horizontal force of 20 N across a flat surface with a coefficient of friction of 0.1. How much work is done by the frictional force over 5 meters?

Options:
A. 5 J
B. 50 J
C. 100 J
D. 500 J

Answer: C",True,"Question: A 10 kg box is pushed with a horizontal force of 20 N across a flat surface with a coefficient of friction of 0.1. How much work is done by the frictional force over 5 meters?
Options:
A. -49 J
B. 50 J
C. 100 J
D. 500 J
Answer: A",45.58758306503296
Physics,10,"Question: A car accelerates from rest at 4 m/s² for 5 seconds. What is the final velocity of the car?
Options:
A. 10 m/s
B. 20 m/s
C. 25 m/s
D. 40 m/s
Answer: B",False,,17.05654001235962
Physics,12,"Question: When a wire loop is moved through a magnetic field, the induced current is greatest under which condition?

Options:
A. Moving the loop parallel to the magnetic field lines
B. Moving the loop perpendicular to the magnetic field lines
C. Increasing the size of the loop in the magnetic field
D. Decreasing the size of the loop in the magnetic field

Answer: B",False,,9.908464908599854
Physics,12,"Question: A conducting loop is placed in a magnetic field that is continually increasing in magnitude. According to Faraday's Law, what will be the induced effect in the loop?
Options:
A. An induced electric current flowing clockwise
B. An induced electric current flowing counterclockwise
C. No induced electric current
D. An induced magnetic field in the same direction as the original magnetic field
Answer: A",False,,19.00287413597107
Physics,12,"Question: A loop experiences the greatest induced emf when the change in magnetic flux:
Options:
A. Is at the maximum
B. Is at the minimum
C. Occurs at the fastest rate
D. Is constant

Answer: C",False,,4.555999994277954
Physics,12,"Question: Which of the following statements best describes the relationship between the energy of a photon and its wavelength?

Options:
A. As wavelength decreases, energy decreases.
B. As wavelength increases, energy decreases.
C. The energy of a photon is unrelated to its wavelength.
D. The energy of a photon is inversely proportional to its wavelength squared.

Answer: B",False,,10.13989520072937
Physics,12,"Question: A conducting loop is placed within a uniform magnetic field. Which of the following actions will cause the highest induced electromotive force (EMF) in the loop?
Options:
A. Rotate the loop within the magnetic field
B. Move the loop parallel to the magnetic field
C. Move the loop perpendicular to the magnetic field
D. Compress the loop within the magnetic field
Answer: C",False,,24.522439002990723
Physics,12,"Question: What is the result of increasing the temperature of an ideal gas at constant volume?
Options:
A. Pressure decreases
B. Pressure increases
C. Volume increases
D. Volume decreases
Answer: B",False,,10.27132797241211
Physics,12,"Question: In a double-slit experiment, when the path difference between two slits becomes equal to half the wavelength, what type of fringe is observed at that point?
Options:
A. Bright fringe
B. Dark fringe
C. Either Bright or Dark fringe
D. None of the above

Answer: B",False,,9.09426498413086
Physics,12,"Question: When a current-carrying wire is placed in a uniform magnetic field perpendicular to the wire, which of the following properties determine the force on the wire?
Options:
A. Current, length of the wire, and the magnetic field.
B. Resistance of the wire, current, and the magnetic field.
C. Voltage across the wire, resistance of the wire, and the magnetic field.
D. Current, resistance of the wire, and the distance between the wire and the magnetic source.
Answer: A",False,,11.279891967773438
Physics,12,"Question: A circular wire loop with a radius of 1 meter is in a uniform magnetic field of 2 T. The magnetic field is perpendicular to the plane of the loop. If the loop is compressed to half its radius in 1 second, what is the induced emf in the loop?
Options:
A. 1.57 V
B. 3.14 V
C. 6.28 V
D. 12.57 V
Answer: B",True,"Question: A circular wire loop with a radius of 1 meter is in a uniform magnetic field of 2 T. The magnetic field is perpendicular to the plane of the loop. If the loop is compressed to half its radius in 1 second, what is the induced emf in the loop?
Options:
A. 1.57 V
B. 3.14 V
C. 6.28 V
D. 12.57 V
Answer: A",66.70912623405457
Physics,12,"Question: Which of the following is the correct equation for the speed, frequency, and wavelength of an electromagnetic wave?

Options:
A. Speed = Frequency + Wavelength
B. Speed = Frequency × Wavelength
C. Speed = Frequency / Wavelength
D. Speed = Wavelength / Frequency

Answer: B",False,,18.83395504951477
Physics,12,"Question: A conducting loop with a changing magnetic field experiences a phenomenon that results in the production of an electromotive force (EMF). What is this phenomenon called?
Options:
A. Ohm's law
B. Faraday's law
C. Kirchhoff's law
D. Gauss's law
Answer: B",False,,26.038805961608887
Physics,12,"Question: A coil of wire with 100 turns and an area of 0.01 m² is placed in a magnetic field of 0.02 T. If the magnetic field is removed in 0.2 seconds, what is the average induced voltage in the coil?
Options:
A. 1 V
B. 10 V
C. 100 V
D. 1000 V
Answer: B",True,"Question: A coil of wire with 100 turns and an area of 0.01 m² is placed in a magnetic field of 0.02 T. If the magnetic field is removed in 0.2 seconds, what is the average induced voltage in the coil?
Options:
A. 0.0001 V
B. 0.001 V
C. 0.01 V
D. 0.1 V
Answer: B",39.79272699356079
Physics,12,"Question: A conducting loop is placed in a magnetic field that is constantly increasing. What is the direction of the induced current in the loop?
Options:
A. Clockwise
B. Counterclockwise
C. No induced current
D. Depends on the loop's orientation
Answer: A",True,"Question: A conducting loop is placed in a magnetic field that is constantly increasing. What is the direction of the induced current in the loop?
Options:
A. Clockwise
B. Counterclockwise
C. No induced current
D. Depends on the loop's orientation
Answer: D",18.587679862976074
Physics,12,"Question: A conducting rod moves horizontally through a uniform magnetic field with a constant velocity. What will be the direction of the induced current in the rod, if any?
Options:
A. Clockwise
B. Counterclockwise
C. No induced current
D. Along the length of the rod
Answer: C",True,"Question: A conducting rod moves horizontally through a uniform magnetic field with a constant velocity. What will be the direction of the induced current in the rod, if any?
Options:
A. Clockwise
B. Counterclockwise
C. No induced current
D. Insufficient information
Answer: D",27.457285165786743
Physics,12,"Question: A conducting rod of length L slides along two frictionless vertical rails connected by a resistor R. The magnetic field B is uniform, directed into the plane of the rails, and has a magnitude B. The rod has mass m and slides freely under gravity. What is the terminal velocity Vt of the rod?

Options:
A. (mgR)/(BL^2)
B. (mg)/(BL)
C. (mgL)/(BR)
D. (mL)/(BgR)

Answer: A",True,"Question: A conducting rod of length L slides along two frictionless vertical rails connected by a resistor R. The magnetic field B is uniform, directed into the plane of the rails, and has a magnitude B. The rod has mass m and slides freely under gravity. What is the terminal velocity Vt of the rod?
Options:
A. (mgR)/(BL^2)
B. (mg)/(BL)
C. (mgL)/(BR)
D. (mL)/(BgR)
Answer: A",45.0960168838501
Physics,12,"Question: An electromagnetic wave has a frequency of 4 MHz. Calculate its wavelength in meters. (1 MHz = 1 × 10^6 Hz)
Options:
A. 75 meters
B. 60 meters
C. 120 meters
D. 100 meters
Answer: A",True,"Question: An electromagnetic wave has a frequency of 4 MHz. Calculate its wavelength in meters. (1 MHz = 1 × 10^6 Hz)
Options:
A. 75 meters
B. 60 meters
C. 120 meters
D. 100 meters
Answer: A

Step 1: Convert 4 MHz to Hz → 4 MHz × (1 × 10^6 Hz/1 MHz) = 4 × 10^6 Hz
Step 2: Rearrange the formula to find the wavelength → λ = c/f
Step 3: Substitute the values and solve for λ → λ = (3 × 10^8 m/s) / (4 × 10^6 Hz) = 75 meters

Thus, the correct answer is A. 75 meters.",26.541473865509033
Physics,12,"Question: A coil of wire carrying a current through it generates a magnetic field. Which of the following accurately describes the factors affecting the strength of this magnetic field?

Options:
A. Proportional to the current and inversely proportional to the number of turns
B. Proportional to the current and the number of turns
C. Inversely proportional to the current and the number of turns
D. Proportional to the current and inversely proportional to the length of the wire

Answer: B",False,,13.697832107543945
Physics,12,"Question: In a generator, how does mechanical energy turn into electrical energy?
Options:
A. By rotating a loop within a magnetic field
B. By applying direct voltage to a resistor
C. By compressing a gas within a sealed container
D. By applying heat to a conductive material
Answer: A",False,,21.45844793319702
Physics,12,"Question: A long straight wire carries a current I. What is the direction of the magnetic field at a point to the east of the wire?
Options:
A. North
B. South
C. East
D. West
Answer: A",False,,6.702295780181885
Physics,12,"Question: A wire with a current of 4 A is placed at right angles to a magnetic field of 0.2 T. If the wire has a length of 0.5 m, what is the magnitude of the magnetic force acting on it?
Options:
A. 0.4 N
B. 2 N
C. 4 N
D. 8 N
Answer: A",False,,9.651264190673828
Physics,University,"Question: What is the uncertainty principle as formulated by Werner Heisenberg?

Options:
A. The position and momentum of an object can be measured simultaneously with unlimited precision.
B. The position and momentum of an object cannot be measured simultaneously with arbitrary precision.
C. The position and momentum of an object can be measured simultaneously, but only if the observer's knowledge is disregarded.
D. The position and momentum of an object have specific values, regardless of whether they are measured or not.

Answer: B",False,,10.920915126800537
Physics,University,"Question: Which of the following statements correctly describes the Heisenberg Uncertainty Principle?

Options:
A. It states that the position and velocity of a particle can be precisely measured simultaneously.
B. It states that the total energy of a closed system is constant.
C. It states that the position and momentum of a particle can be precisely measured simultaneously.
D. It states that the more precisely the position of a particle is known, the less precisely its momentum can be known, and vice versa.

Answer: D",False,,8.35453486442566
Physics,University,"Question: Which principle states that it is impossible to simultaneously measure two conjugate variables, such as position and momentum, with absolute precision?
Options:
A. Heisenberg Uncertainty Principle
B. Pauli Exclusion Principle
C. Hund's Rule
D. Newton's First Law of Motion
Answer: A",False,,6.996152639389038
Physics,University,"Question: Which of the following states is not an eigenstate of a spin-1/2 particle in the presence of a magnetic field along the z-axis?
Options:
A. |↑>
B. |↓>
C. (|↑> + |↓>)/√2
D. (|↑> - |↓>)/√2
Answer: C",True,"Question: Which of the following states is not an eigenstate of a spin-1/2 particle in the presence of a magnetic field along the z-axis?
Options:
A. |↑>
B. |↓>
C. (|↑> + |↓>)/√2
D. (|↑> - |↓>)/√2
Answer: Both C and D",55.50113034248352
Physics,University,"Question: Which of the following factors does the uncertainty principle relate to?
Options:
A. Position and momentum
B. Velocity and energy
C. Force and time
D. Acceleration and mass
Answer: A",False,,16.319390058517456
Physics,University,"Question: Which concept, introduced by Werner Heisenberg, claims that it is fundamentally impossible to simultaneously determine the position and momentum of a particle with absolute certainty?
Options:
A. Pauli Exclusion Principle
B. Wave-particle Duality
C. Heisenberg Uncertainty Principle
D. Schrödinger's Cat
Answer: C",False,,30.7575101852417
Physics,University,"Question: Which principle states that it is impossible to know both the exact position and momentum of a particle simultaneously?
Options:
A. Heisenberg's Uncertainty Principle
B. Schrödinger's Wave Equation
C. Pauli Exclusion Principle
D. Newton's Second Law of Motion
Answer: A",False,,22.173137187957764
Physics,University,"Question: Which of the following operators represents the total angular momentum in quantum mechanics?
Options:
A. L = xP_y - yP_x
B. S = ħ √(s(s+1))
C. L = ħ √(l(l+1))
D. J = ħ √(j(j+1))
Answer: D",False,,32.509037017822266
Physics,University,"Question: What is the energy eigenvalue (in Joules) for the ground state of an electron in a one-dimensional quantum well with infinite potential barriers, given that the well width is 1 nm and the electron mass is 9.11 × 10^-31 kg?
Options:
A. 6.024 × 10^-19 J
B. 3.748 × 10^-20 J
C. 1.874 × 10^-19 J
D. 4.987 × 10^-19 J
Answer: B",True,"Question: What is the energy eigenvalue (in Joules) for the ground state of an electron in a one-dimensional quantum well with infinite potential barriers, given that the well width is 1 nm and the electron mass is 9.11 × 10^-31 kg?
Options:
A. 6.024 × 10^-19 J
B. 3.748 × 10^-20 J
C. 1.874 × 10^-19 J
D. 4.987 × 10^-19 J
E. 6.024 × 10^-20 J
Answer: E",45.53955078125
Physics,University,"Question: In the context of the Heisenberg Uncertainty Principle, which pair of physical observables is known to have an uncertainty relationship?

Options:
A. Speed and Time
B. Position and Velocity
C. Momentum and Energy
D. Position and Momentum

Answer: D",False,,9.341051816940308
Physics,University,"Question: What is the Heisenberg Uncertainty Principle primarily associated with?
Options:
A. The speed of light
B. Conservation of energy
C. Position and momentum
D. Temperature and pressure
Answer: C",False,,8.015724897384644
Physics,University,"Question: Which of the following statements about Schroedinger's cat experiment is true?

Options:
A. The cat is both alive and dead until observed.
B. The cat is always alive regardless of observation.
C. Schroedinger's cat experiment proves classical mechanics.
D. The experiment was designed to prove that quantum mechanics is false.

Answer: A",False,,22.451410055160522
Physics,University,"Question: Which interpretation of quantum mechanics claims that every possible outcome of a quantum interaction simultaneously occurs in alternate, non-communicating branches of the universe?
Options:
A. Copenhagen Interpretation
B. Many-Worlds Interpretation
C. De Broglie-Bohm Interpretation
D. Consistent Histories Approach
Answer: B",False,,29.945138931274414
Physics,University,"Question: Which of the following statements correctly describes the Heisenberg Uncertainty Principle?
Options:
A. It is impossible to know both the position and momentum of a particle simultaneously with complete accuracy.
B. Quantum particles can exist in multiple states at once until they are measured.
C. The energy and frequency of a photon are directly proportional to each other.
D. The behavior of subatomic particles is completely random and unpredictable.
Answer: A",False,,33.77507042884827
Physics,University,"Question: Which of the following principles is NOT associated with quantum mechanics?
Options:
A. Heisenberg Uncertainty Principle
B. Pauli Exclusion Principle
C. Schrödinger's Cat Paradox
D. Kepler's Third Law of Planetary Motion
Answer: D",False,,21.770987033843994
Physics,University,"Question: Which of the following quantum mechanical principles states that it is impossible to know both the position and momentum of a particle with certainty simultaneously?
Options:
A. Heisenberg Uncertainty Principle
B. Schrödinger's Wave Equation
C. Pauli Exclusion Principle
D. Superposition Principle
Answer: A",False,,29.96772027015686
Physics,University,"Question: According to the Heisenberg Uncertainty Principle, what is the consequence of precisely measuring the position of a particle?
Options:
A. Obtaining an accurate measurement of its velocity
B. Increasing the certainty in its velocity
C. Increasing the uncertainty in its velocity
D. No impact on its velocity
Answer: C",False,,7.51164984703064
Physics,University,"Question: Which of the following operators corresponds to the total energy of a quantum system?
Options:
A. Hamiltonian operator
B. Momentum operator
C. Position operator
D. Spin operator
Answer: A",False,,12.348415851593018
Physics,University,"Question: Which of the following is an eigenfunction of the momentum operator in one-dimensional space?
Options:
A. e^(ikx)
B. x^2
C. sin(kx)
D. cos(kx)
Answer: A",False,,58.61159610748291
Physics,University,"Question: Which of the following operators represents the measurable quantity for the total angular momentum of a quantum system?
Options:
A. L^2
B. Lz
C. S^2
D. J^2
Answer: D",False,,15.945487976074219
Physics,1,"Question: Which force makes things stick?
Options:
A. Gravity
B. Friction
C. Magnetism
D. Wind
Answer: C",False,,18.53926706314087
Physics,1,"Question: Which of these objects will fall from the tree due to gravity?
Options:
A. A cloud
B. A rainbow
C. An apple
D. A star

Answer: C",False,,15.575778722763062
Physics,1,"Question: Which force helps a ball come back to the ground?
Options:
A. Gravity
B. Wind
C. Magnetism
D. Electricity
Answer: A",False,,23.203508853912354
Physics,1,"Question: Which of these is a liquid?
Options:
A. Ice
B. Chair
C. Juice
D. Ball
Answer: C",False,,12.34139609336853
Physics,1,"Question: Which simple machine helps you lift heavy things easily?
Options:
A. Lever
B. Pencil
C. Ball
D. Chair
Answer: A",False,,21.029258728027344
Physics,1,"Question: Which of these is a simple machine that helps move objects up or down?
Options:
A. Incline Plane
B. Pen
C. Eraser
D. Ball
Answer: A",False,,7.6368749141693115
Physics,1,"Question: Which force makes objects fall to the ground?
Options:
A. Magnetic force
B. Gravity
C. Friction
D. Push and pull

Answer: B",False,,6.9510369300842285
Physics,1,"Question: Which of these activities is an example of pushing?
Options:
A. Pulling a toy car
B. Lifting a book
C. Pushing a swing
D. Dropping a pencil
Answer: C",False,,10.95688796043396
Physics,1,"Question: Which state of matter has a fixed shape and size?
Options:
A. Solid
B. Liquid
C. Gas
D. Plasma
Answer: A",False,,6.71405291557312
Physics,1,"Question: Which of these can pull things towards it?
Options:
A. Magnet
B. Water
C. Ball
D. Cloud
Answer: A",False,,24.58393883705139
Physics,1,"Question: Which of these things can move?
Options:
A. A rock
B. A tree
C. A toy car
D. A book
Answer: C",True,"Question: Which of these things can move?
Options:
A. A rock
B. A tree
C. A toy car
D. A book
Answer: A, C, D",23.794963121414185
Physics,1,"Question: Which of these is a simple machine?
Options:
A. Ice cream
B. Bicycle
C. Toy car
D. Lever
Answer: D",False,,17.32782006263733
Physics,1,"Question: Which of these objects can move the easiest on its own?
Options:
A. A car
B. A rock
C. A tree
D. A snail
Answer: D",False,,17.753631114959717
Physics,1,"Question: Which of the following is a type of simple machine?
Options:
A. Elephant
B. Bicycle
C. Spoon
D. Incline
Answer: D",True,"Question: Which of the following is a type of simple machine?
Options:
A. Elephant
B. Bicycle
C. Spoon
D. Inclined Plane
Answer: D",18.00532603263855
Physics,1,"Question: Which of these is a push or pull on an object?
Options:
A. Wind
B. Smell
C. Color
D. Sound
Answer: A",False,,20.689769983291626
Physics,1,"Question: Which object can block light to create a shadow?
Options:
A. Glass
B. Water
C. Teddy bear
D. Air
Answer: C",False,,23.541188716888428
Physics,1,"Question: Which force pulls things towards the Earth?
Options:
A. Push
B. Float
C. Lift
D. Gravity
Answer: D",False,,23.581912994384766
Physics,1,"Question: Which force helps a ball to come back up when you bounce it?

Options:
A. Gravity
B. Wind
C. Friction
D. Elastic force

Answer: D",False,,7.654870986938477
