Topic,Grade,Original Question,Is Updated,Updated,Time Taken
Physics,1,"Question: Which of these is a simple machine?
Options:
A. Hammer
B. Cellphone
C. Pizza
D. Bus
Answer: A",False,,13.680248022079468
Physics,1,"Question: Which of these objects will fall down when dropped?
Options:
A. Apple
B. Balloon filled with helium
C. Feather
D. Leaves

Answer: A",True,"Question: Which of these objects will fall down when dropped?
Options:
A. Apple
B. Piece of paper
C. Feather
D. Leaves
Answer: A, C, D",30.488656044006348
Biology,1,"Question: Which animal has a long trunk?
Options:
A. Elephant
B. Lion
C. Giraffe
D. Zebra
Answer: A",False,,9.16996717453003
Biology,1,"Question: What do cats say?
Options:
A. Meow
B. Moo
C. Quack
D. Ribbit
Answer: A",False,,11.301886081695557
Biology,1,"Question: Which animal lives in a nest?
Options:
A. Elephant
B. Dolphin
C. Lion
D. Bird
Answer: D",False,,6.660030364990234
Biology,1,"Question: Which of these animals can fly?
Options:
A. Dog
B. Elephant
C. Bird
D. Fish
Answer: C",False,,3.6549887657165527
Biology,1,"Question: Which part of the plant does food come from?
Options:
A. Roots
B. Stem
C. Leaves
D. Flower

Answer: C",False,,5.664628982543945
Biology,1,"Question: Which animal has a long neck?
Options:
A. Giraffe
B. Elephant
C. Tiger
D. Zebra
Answer: A",False,,4.036133050918579
Biology,1,"Question: Which of these animals is a mammal?
Options:
A. Butterfly
B. Goldfish
C. Elephant
D. Crocodile
Answer: C",False,,22.358612060546875
Biology,1,"Question: Which animal can fly?
Options:
A. Elephant
B. Dog
C. Fish
D. Bird
Answer: D",False,,16.605551958084106
Biology,1,"Question: Which of these is a flying animal?
Options:
A. Elephant
B. Fish
C. Eagle
D. Lion
Answer: C",False,,11.476836919784546
Biology,1,"Question: Which animal has a long neck and eats leaves from trees?
Options:
A. Giraffe
B. Elephant
C. Lion
D. Zebra
Answer: A",False,,16.01795506477356
Biology,1,"Question: What sound does a cow make?
Options:
A. Meow
B. Woof
C. Moo
D. Quack
Answer: C",False,,4.9352171421051025
Biology,1,"Question: Which of these animals can fly?
Options:
A. Elephant
B. Fish
C. Bird
D. Cow
Answer: C",False,,4.703974008560181
Biology,1,"Question: What sound does a cow make?
Options:
A. Neigh
B. Quack
C. Moo
D. Meow
Answer: C",False,,5.949284076690674
Biology,1,"Question: Where does a bee live?
Options:
A. Hive
B. Nest
C. Burrow
D. Shell
Answer: A",False,,5.873948812484741
Biology,1,"Question: What sound does a dog make?
Options:
A. Meow
B. Neigh
C. Baa
D. Woof
Answer: D",False,,11.797649145126343
Biology,1,"Question: Which animal can fly in the sky?
Options:
A. Duck
B. Horse
C. Elephant
D. Giraffe
Answer: A",False,,12.223965883255005
Biology,1,"Question: Which animal has long neck?
Options:
A. Giraffe
B. Elephant
C. Lion
D. Zebra
Answer: A",False,,7.615869998931885
Biology,1,"Question: Which animal has long ears and jumps high?
Options:
A. Cat
B. Horse
C. Rabbit
D. Sheep
Answer: C",False,,17.184961080551147
Biology,1,"Question: Which animal can climb trees?
Options:
A. Cow
B. Cat
C. Horse
D. Sheep
Answer: B",False,,8.14498496055603
Biology,1,"Question: Which animal can fly in the sky?
Options:
A. Dog
B. Fish
C. Bird
D. Lion
Answer: C",False,,7.271886825561523
History,University,"Question: Which philosopher is known for the concept of ""Allegory of the Cave""?
Options:
A. Socrates
B. Plato
C. Aristotle
D. Immanuel Kant
Answer: B",False,,10.334147930145264
History,University,"Question: Which event marked the end of the French monarchy during the French Revolution?

Options:
A. The Tennis Court Oath
B. The Storming of the Bastille
C. The Execution of King Louis XVI
D. The Reign of Terror

Answer: C",False,,5.018049001693726
History,University,"Question: Which invention during the Industrial Revolution drastically modernised the textile industry and increased cotton manufacturing capacity?

Options:
A. Water Frame
B. Spinning Jenny
C. Steam Engine
D. Cotton Gin

Answer: B",True,"Question: Which invention during the Industrial Revolution drastically modernised the textile industry and increased cotton manufacturing capacity?
Options:
A. Water Frame
B. Spinning Jenny
C. Steam Engine
D. Cotton Gin
Answer: A",18.245290994644165
History,University,"Question: Which policy implemented during the French Revolution led to widespread food shortages and economic hardship?

Options:
A. The Reign of Terror
B. The Enlightenment
C. The Committee of Public Safety
D. The Maximum Price Law

Answer: D",False,,18.224594116210938
History,University,"Question: Which event is widely regarded as the starting point of World War II?
Options:
A. The invasion of Poland by Germany
B. The bombing of Pearl Harbor
C. The signing of the Treaty of Versailles
D. The assassination of Archduke Franz Ferdinand
Answer: A",False,,11.899677991867065
History,University,"Question: Which factor contributed to the financial crisis that triggered the French Revolution in 1789?

Options:
A. Excessive spending on lavish parties
B. Funding the American Revolution
C. High taxes on the nobility
D. Economic growth from trade

Answer: B",False,,27.37742805480957
History,University,"Question: Which concept did John Locke introduce that greatly influenced democratic thought?
Options:
A. Divine Right of Kings
B. Laissez-faire
C. Social contract theory
D. Spirit of the Laws

Answer: C",False,,14.307794094085693
History,University,"Question: Which event is widely considered as the direct trigger for the United States' entry into World War II?

Options:
A. Bombing of Pearl Harbor
B. Invasion of Poland
C. Fall of France
D. Battle of Britain

Answer: A",False,,10.751551866531372
History,University,"Question: Which of the following countries remained neutral during World War II?
Options:
A. Italy
B. United States
C. Sweden
D. Japan

Answer: C",False,,10.352189779281616
History,University,"Question: Which event helped to reinvigorate the French during the Hundred Years' War?
Options:
A. The Siege of Orleans
B. The Treaty of Bretigny
C. The Black Death
D. The Battle of Crecy
Answer: A",False,,29.93591594696045
History,University,"Question: Which social group led the French Revolution in the late 18th century?

Options:
A. Nobility
B. Clergy
C. Bourgeoisie
D. Peasantry

Answer: C",False,,17.48672318458557
History,University,"Question: Which of the following events directly prompted the U.S. to enter World War II?
Options:
A. Invasion of Poland
B. Battle of Britain
C. Pearl Harbor Attack
D. D-Day

Answer: C",False,,25.990025997161865
History,University,"Question: Which of these conferences resulted in the establishment of the United Nations?

Options:
A. Tehran Conference
B. Yalta Conference
C. Potsdam Conference
D. Dumbarton Oaks Conference

Answer: D",False,,13.718329668045044
History,University,"Question: Which agreement between Germany, Italy, and Japan in 1940 established the Axis powers?
Options:
A. Munich Pact
B. Molotov-Ribbentrop Pact
C. Potsdam Agreement
D. Tripartite Pact

Answer: D",False,,19.200908184051514
History,University,"Question: Which U.S. Supreme Court case of 1954 declared racial segregation in public schools unconstitutional?
Options:
A. Plessy v. Ferguson
B. Brown v. Board of Education
C. Roe v. Wade
D. Dred Scott v. Sandford
Answer: B",False,,31.79918909072876
History,University,"Question: Which Florentine artist is regarded as the founding figure of the High Renaissance?

Options:
A. Leonardo da Vinci
B. Sandro Botticelli
C. Michelangelo
D. Raphael

Answer: A. Leonardo da Vinci",False,,6.3583879470825195
History,University,"Question: Which event marked the beginning of the French Revolution in 1789?
Options:
A. Storming of the Bastille
B. Execution of Louis XVI
C. Declaration of the Rights of Man
D. Reign of Terror
Answer: A",False,,15.593299865722656
History,University,"Question: Which event directly triggered the United States' entry into World War II?
Options:
A. The Battle of Britain
B. The Japanese attack on Pearl Harbor
C. The German invasion of Poland
D. The sinking of the Lusitania

Answer: B",False,,4.9645421504974365
History,University,"Question: Which event is considered a major catalyst for the French Revolution?
Options:
A. The fall of the Bastille
B. The Tennis Court Oath
C. The Reign of Terror
D. Napoleon's ascent to power

Answer: A",False,,12.148530006408691
History,University,"Question: Which philosopher is considered one of the founding figures of modern Western philosophy, and is known for his doctrine of ""Cogito, ergo sum""?
Options:
A. Immanuel Kant
B. Jean-Jacques Rousseau
C. René Descartes
D. John Locke

Answer: C",False,,5.349646091461182
Mathematics,University,"Question: Which of the following operations is NOT a valid elementary row operation?
Options:
A. Row addition
B. Multiplication of a row by a non-zero constant
C. Interchanging two rows
D. Adding a constant multiple of one row to another row
Answer: A",True,"Question: Which of the following operations is NOT a valid elementary row operation?
Options:
A. Row addition
B. Multiplication of a row by a non-zero constant
C. Interchanging two rows
D. Adding a constant multiple of one row to another row
Answer: A",60.435717821121216
Mathematics,University,"Question: What is the derivative of the function f(x) = 3x^3 - 2x^2 + 4x - 7 with respect to x?

Options:
A. 9x^2 - 4x + 4
B. 6x^2 - 4x + 4
C. 9x^2 - 8x + 4
D. 9x^2 - 4x + 1

Answer: C",True,"Question: What is the derivative of the function f(x) = 3x^3 - 2x^2 + 4x - 7 with respect to x?
Options:
A. 9x^2 - 4x + 4
B. 6x^2 - 4x + 4
C. 9x^2 - 8x + 4
D. 9x^2 - 4x + 1
Answer: A",37.16505312919617
Mathematics,University,"Question: Given the 3x3 matrix A = [[2, 4, 6], [1, -1, 2], [3, 3, 5]], what is the determinant of A?
Options:
A. 14
B. 4
C. 36
D. -12
Answer: A",True,"Question: Given the 3x3 matrix A = [[2, 4, 6], [1, -1, 2], [3, 3, 5]], what is the determinant of A?
Options:
A. 14
B. 4
C. 36
D. 42
Answer: D",51.9059362411499
Mathematics,University,"Question: Let A be a 2x2 matrix and B be a 2x3 matrix. If C = AB, what are the dimensions of matrix C?

Options:
A. 2x2
B. 2x3
C. 3x2
D. 3x3

Answer: B",False,,19.954521894454956
Mathematics,University,"Question: Which of the following methods is likely the most suitable to solve the given second order differential equation: y''(t) - 3y'(t) - 4y(t) = 0?

Options:
A. Separation of Variables
B. Laplace Transform
C. Integration Factor
D. Characteristic Equation

Answer: D",False,,27.77545714378357
Mathematics,University,"Question: Which of the following is a first-order homogeneous differential equation?
Options:
A. dy/dx + 3y = 0
B. dy/dx - 2xy = x^2
C. dy/dx = y/x
D. x(dy/dx) = y^2
Answer: A",True,,53.446067094802856
Mathematics,University,"Question: Given a linear transformation T: R^2 → R^2 represented by the matrix A = [ [2, -1], [1, 3] ], what is the determinant of A?
Options:
A. 5
B. 7
C. 9
D. -5
Answer: B",False,,14.431125164031982
Mathematics,University,"Question: Consider the following finite set: S = {a, b, c, d, e}. How many unique subsets of S can be created that have exactly three elements?

Options:
A. 5
B. 10
C. 15
D. 20

Answer: B",False,,19.883258819580078
Mathematics,University,"Question: Find the derivative of the function f(x) = 3x^3 - 4x^2 + 2x - 7.
Options:
A. 9x^2 - 8x + 2
B. 6x^3 - 16x^2 + 8x - 21
C. 9x^3 - 12x^2 + 4x - 14
D. 12x^3 - 8x^2 + 4x - 7
Answer: A",False,,29.920283794403076
Mathematics,University,"Question: Let A and B be n x n matrices. If the product of A and B is the null matrix (AB = 0), which of the following must be true?
Options:
A. Both A and B are null matrices
B. The determinant of A is 0
C. The determinant of B is 0
D. The determinant of A or B is 0
Answer: D",False,,13.12719178199768
Mathematics,University,"Question: Which of the following statements about prime numbers is NOT true?
Options:
A. Every prime number except for 2 is odd.
B. A prime number has exactly two distinct positive divisors.
C. There are infinitely many prime numbers.
D. Every even number greater than 2 is the sum of two primes.
Answer: D",False,,37.46821928024292
Mathematics,University,"Question: In a box containing 5 red and 8 green balls, what is the probability that two balls drawn at random are both red?

Options:
A. 5/13
B. 14/65
C. 20/78
D. 5/26

Answer: B",True,"Question: In a box containing 5 red and 8 green balls, what is the probability that two balls drawn at random are both red?
Options:
A. 5/13
B. 14/65
C. 20/78
D. 5/39
Answer: D",33.96977090835571
Mathematics,University,"Question: Consider the following system of linear equations:

x - 2y = 1
-3x + 6y = z
2x - 4y + z = 5

What is the rank of the matrix of coefficients?
Options:
A. 1
B. 2
C. 3
D. 0

Answer: B",False,,40.13947916030884
Mathematics,University,"Question: What is the derivative of the function f(x) = (4x^3 - 3x^2 + 2x - 1)?

Options:
A. 12x^2 - 6x + 2
B. 12x^2 - 3x + 2
C. 6x^2 - 9x + 8
D. 3x^2 - 6x + 2

Answer: A",False,,24.49504590034485
Mathematics,University,"Question: If y = ln(x^2 + 3x + 2), what is dy/dx?

Options:
A. 2x + 3
B. (2x + 3)/(x^2 + 3x + 2)
C. (2x + 3)/(2x^2 + 6x)
D. (2x + 3)/(2x + 2)

Answer: B",False,,37.764602184295654
Mathematics,University,"Question: Evaluate the limit: lim(x→1) (x^3 - 1) / (x - 1)

Options:
A. 0
B. 1
C. 2
D. 3

Answer: D",False,,20.165624141693115
Mathematics,University,"Question: Given the following matrix A, determine its eigenvectors:

A =
|  2, -1 |
| -1,  2 |

Options:
A. (1, 1)
B. (1, -1)
C. (-1, 1)
D. (-1, -1)

Answer: B",False,,56.27064895629883
Mathematics,University,"Question: Which of the following is the general solution to the second-order homogeneous linear differential equation y'' - 3y' + 2y = 0?

Options:
A. y = C1e^x + C2x*e^x
B. y = C1e^x + C2e^2x
C. y = C1e^(-x) + C2e^(-2x)
D. y = C1x*e^x + C2x^2*e^x

Answer: B",False,,18.676904916763306
Mathematics,University,"Question: What is the value of the derivative of the function f(x) = x³ - 4x² + 3x + 1 at the point x = 2?

Options:
A. -5
B. -3
C. 11
D. 17

Answer: A",True,"Question: What is the value of the derivative of the function f(x) = x³ - 4x² + 3x + 1 at the point x = 2?
Options:
A. -5
B. -3
C. -1
D. 1
Answer: C",35.99888777732849
Mathematics,University,"Question: Given the matrices A = $\begin{bmatrix} 2 & 3 \\ 1 & -1 \end{bmatrix}$ and B = $\begin{bmatrix} 4 \\ -2 \end{bmatrix}$, compute the matrix product AB.

Options:
A. $\begin{bmatrix} 2 \\ 3 \end{bmatrix}$
B. $\begin{bmatrix} 1 \\ -4 \end{bmatrix}$
C. $\begin{bmatrix} 8 \\ -5 \end{bmatrix}$
D. $\begin{bmatrix} 5 \\ 4 \end{bmatrix}$

Answer: C",True,"Question: Given the matrices A = $\begin{bmatrix} 2 & 3 \\ 1 & -1 \end{bmatrix}$ and B = $\begin{bmatrix} 4 \\ -2 \end{bmatrix}$, compute the matrix product AB.
Options:
A. $\begin{bmatrix} 2 \\ 6 \end{bmatrix}$
B. $\begin{bmatrix} 1 \\ -4 \end{bmatrix}$
C. $\begin{bmatrix} 8 \\ -5 \end{bmatrix}$
D. $\begin{bmatrix} 5 \\ 4 \end{bmatrix}$
Answer: A",48.70337796211243
Geography,University,"Question: Which of the following countries is NOT part of the Horn of Africa?
Options:
A. Ethiopia
B. Somalia
C. Eritrea
D. Ghana
Answer: D",False,,13.7411949634552
Geography,University,"Question: Which of the following theories claims that a nation's power derives mostly from having access to resources and geographic location?
Options:
A. Political Geography Theory
B. Geopolitical Theory
C. Social Constructivism
D. Realism
Answer: B",False,,33.40737295150757
Geography,University,"Question: Which of the following processes is primarily responsible for the formation of a river delta?
Options:
A. Deposition
B. Erosion
C. Weathering
D. Mass wasting
Answer: A",False,,28.815340042114258
Geography,University,"Question: Which of the following types of plate boundaries is associated with the formation of new crust and seafloor spreading?
Options:
A. Convergent boundary
B. Divergent boundary
C. Transform boundary
D. Intraplate boundary
Answer: B",False,,25.046753883361816
Geography,University,"Question: Which of the following factors is NOT typically associated with rapid urbanization in developing countries?
Options:
A. Rural-urban migration
B. High birth rates
C. Environmental conservation initiatives
D. Industrialization
Answer: C",False,,27.89646291732788
Geography,University,"Question: Which geopolitical theory emphasizes the importance of control over a particular geographical area as a determinant of global power?
Options:
A. Heartland Theory
B. Rimland Theory
C. Demographic Transition Theory
D. Gravity Model Theory

Answer: A",False,,7.494597911834717
Geography,University,"Question: Which oceanic zone experiences the highest air pressure at the Earth's surface?
Options:
A. Polar High
B. Subpolar Low
C. Equatorial Low
D. Subtropical High
Answer: A",False,,9.787452220916748
Geography,University,"Question: Which of these Asian rivers is the longest?
Options:
A. Yangtze River
B. Mekong River
C. Yellow River
D. Ganges River
Answer: A",False,,17.86375665664673
Geography,University,"Question: Which of these regions has the highest average elevation in the world?
Options:
A. Siberian Plateau
B. Colorado Plateau
C. Tibetan Plateau
D. Deccan Plateau
Answer: C",False,,26.312580108642578
Geography,University,"Question: Which of the following climatic zones is characterized by hot temperatures, high humidity, and significant rainfall year-round?
Options:
A. Tropical Rainforest
B. Mediterranean
C. Tundra
D. Desert
Answer: A",False,,24.947417974472046
Geography,University,"Question: Which of the following countries is landlocked?
Options:
A. Brazil
B. Ukraine
C. Cambodia
D. Laos
Answer: D",False,,25.192788124084473
Geography,University,"Question: Which of these rivers carries the largest water volume in terms of discharge?
Options:
A. Amazon River
B. Nile River
C. Yangtze River
D. Mississippi River
Answer: A",False,,28.181593894958496
Geography,University,"Question: Which of the following countries has the highest population density?
Options:
A. Bangladesh
B. India
C. Japan
D. China
Answer: A",False,,19.618831157684326
Geography,University,"Question: Which urban model theorizes a city's structure based on land use zones arranged in concentric circles?
Options:
A. Multiple Nuclei Model
B. Central Place Theory
C. Sector Model
D. Burgess Concentric Zone Model
Answer: D",False,,35.80338382720947
Geography,University,"Question: Which type of plate boundary is characterized by the creation of new crust as two plates move away from each other?
Options:
A. Convergent
B. Divergent
C. Transform
D. Subduction
Answer: B",False,,16.630018949508667
Geography,University,"Question: Which type of plate boundary is typically associated with the formation of major mountain ranges?
Options:
A. Divergent boundary
B. Transform boundary
C. Convergent boundary
D. None of the above
Answer: C",False,,12.936986923217773
Geography,University,"Question: Which of the following countries has the highest Human Development Index (HDI) ranking in the world?
Options:
A. Japan
B. United States
C. Norway
D. United Arab Emirates
Answer: C",False,,10.637470960617065
Geography,University,"Question: Which one of the following geopolitical regions does Switzerland belong to?
Options:
A. Scandinavian Peninsula
B. Iberian Peninsula
C. Balkan Peninsula
D. Western European region
Answer: D",False,,15.4170081615448
Geography,University,"Question: Which of the following is the smallest continent by land area?
Options:
A. Africa
B. Europe
C. Australia
D. South America
Answer: C",False,,3.8245599269866943
Geography,University,"Question: Which of the following ocean currents is a function of plate tectonics?
Options:
A. Gulf Stream
B. East Australian Current
C. Humboldt Current
D. Antarctic Circumpolar Current
Answer: D",True,"Question: Which of the following ocean currents is a function of plate tectonics?
Options:
A. Gulf Stream
B. East Australian Current
C. Humboldt Current
D. None of the above
Answer: D",34.470333099365234
Computer Science,University,"Question: Which of the following network topologies allows multiple devices to be connected via a single central hub or switch?
Options:
A. Star
B. Mesh
C. Ring
D. Bus
Answer: A",False,,28.046630144119263
Computer Science,University,"Question: Which of the following algorithms has the best worst-case time complexity?
Options:
A. Bubble Sort
B. Quick Sort
C. Merge Sort
D. Selection Sort
Answer: C",False,,39.12869095802307
Computer Science,University,"Question: Which of the following algorithms has the worst time complexity in Big O notation?
Options:
A. O(n)
B. O(log n)
C. O(n^2)
D. O(1)
Answer: C",False,,17.1819429397583
Computer Science,University,"Question: Which sorting algorithm has the best average-case complexity?
Options:
A. Bubble Sort
B. Selection Sort
C. Quick Sort
D. Insertion Sort
Answer: C",False,,9.334004163742065
Computer Science,University,"Question: Which of the following sorting algorithms has the best average case time complexity?
Options:
A. Bubble Sort
B. Quick Sort
C. Selection Sort
D. Insertion Sort

Answer: B",False,,14.895442962646484
Computer Science,University,"Question: Which of the following algorithms has the best average case time complexity when sorting n elements?
Options:
A. Quick Sort
B. Bubble Sort
C. Merge Sort
D. Selection Sort
Answer: C",True,"Question: Which of the following algorithms has the best average case time complexity when sorting n elements?
Options:
A. Quick Sort
B. Bubble Sort
C. Insertion Sort
D. Selection Sort
Answer: A",28.148743867874146
Computer Science,University,"Question: Which of the following algorithmic complexity notations represents the best upper bound for worst-case scenarios?
Options:
A. O(n)
B. Ω(n)
C. Θ(n)
D. o(n)
Answer: A",False,,27.827324867248535
Computer Science,University,"Question: Which of the following SQL queries is used to delete a particular row from a table?
Options:
A. DELETE COLUMN FROM tablename
B. DELETE * FROM tablename
C. DELETE COLUMN FROM tablename WHERE condition
D. DELETE FROM tablename WHERE condition
Answer: D",False,,17.63961911201477
Computer Science,University,"Question: Which concept is most relevant to solving job-scheduling problems utilizing processor time efficiently?
Options:
A. Hash Tables
B. Greedy Algorithms
C. Bubble Sort
D. Dynamic Programming
Answer: B",True,"Question: Which concept is most relevant to solving job-scheduling problems utilizing processor time efficiently?
Options:
A. Hash Tables
B. Greedy Algorithms
C. Bubble Sort
D. Dynamic Programming
Answer: D",39.51381826400757
Computer Science,University,"Question: Which of the following scheduling algorithms assigns the CPU to the process with the smallest remaining execution time?

Options:
A. Priority Scheduling
B. Round Robin
C. Shortest Remaining Time First
D. First Come First Served

Answer: C",False,,27.499613046646118
Computer Science,University,"Question: In the context of operating systems, what is the primary function of a process scheduler?

Options:
A. Allocate memory for new processes
B. Determine the order of execution for processes
C. Handle input/output requests from processes
D. Manage file system space allocation

Answer: B",False,,21.4846088886261
Computer Science,University,"Question: Which of the following algorithms has the highest time complexity for sorting n elements?
Options:
A. Merge Sort
B. Bubble Sort
C. Quick Sort
D. Insertion Sort

Answer: B",False,,13.973897933959961
Computer Science,University,"Question: Which of the following is NOT a core feature of object-oriented programming (OOP)?
Options:
A. Inheritance
B. Encapsulation
C. Polymorphism
D. Recursion

Answer: D",False,,23.518651247024536
Computer Science,University,"Question: Which of the following machine learning algorithms can be used for both classification and regression tasks?

Options:
A. K-Means clustering
B. Support Vector Machines
C. Principal Component Analysis
D. Apriori algorithm

Answer: B",False,,21.144742012023926
Computer Science,University,"Question: Which of the following represents the best-case time complexity for the merge sort algorithm?
Options:
A. O(n)
B. O(log n)
C. O(n log n)
D. O(n^2)

Answer: C",False,,5.7573020458221436
Computer Science,University,"Question: Which of the following sorting algorithms has the best best-case running time complexity?
Options:
A. Quick Sort
B. Merge Sort
C. Bubble Sort
D. Insertion Sort
Answer: D",False,,19.162890911102295
Computer Science,University,"Question: Which of the following sorting algorithms has the best worst-case time complexity?
Options:
A. Quick Sort
B. Bubble Sort
C. Merge Sort
D. Insertion Sort
Answer: C",False,,20.20162081718445
Computer Science,University,"Question: Which of the following sorting algorithms has the best average-case time complexity?
Options:
A. Bubble Sort
B. Quick Sort
C. Insertion Sort
D. Selection Sort
Answer: B",False,,13.475956916809082
Computer Science,University,"Question: Which OSI model layer is responsible for guaranteeing the delivery of packets over a network?
Options:
A. Transport layer
B. Data link layer
C. Network layer
D. Application layer
Answer: A",False,,16.486945867538452
Computer Science,University,"Question: Which network protocol is responsible for managing the establishment, maintenance, and termination of connections between applications on the Internet?
Options:
A. TCP
B. UDP
C. HTTP
D. FTP
Answer: A",False,,25.35895276069641
Big O Notation,University,"Question: Which of the following functions has the worst time complexity?
Options:
A. O(n)
B. O(n²)
C. O(n log n)
D. O(log n)
Answer: B",False,,18.62907123565674
Big O Notation,University,"Question: Which of the following Big O notations represents the most optimal code execution complexity?
Options:
A. O(n^2)
B. O(n)
C. O(log n)
D. O(1)
Answer: D",False,,19.730026960372925
Big O Notation,University,"Question: What is the Big O notation of an algorithm that, for n elements, performs 5n operations followed by 10 log(n) operations?
Options:
A. O(n)
B. O(n log n)
C. O(n^2)
D. O(log n)
Answer: A",False,,26.42214012145996
Big O Notation,University,"Question: Which of the following functions has the fastest growth rate with respect to the input size ""n""?
Options:
A. O(1)
B. O(n)
C. O(n²)
D. O(log n)
Answer: C",False,,33.15775728225708
Big O Notation,University,"Question: Which of the following algorithms has the best asymptotic time complexity?
Options:
A. O(n^2)
B. O(n*log(n))
C. O(n)
D. O(3^n)
Answer: C",False,,23.405221939086914
Big O Notation,University,"Question: What is the time complexity of the following function?
```
function example(n){
let count = 0;
for(let i = 1; i <= n; i++){
for(let j = 1; j <= i; j++){
count++;
}
}
}
```

Options:
A. O(n)
B. O(n^2)
C. O(log n)
D. O(n log n)

Answer: B",False,,23.991854906082153
Big O Notation,University,"Question: In computer science, which of the following is considered the most appropriate representation of an algorithm's time complexity?
Options:
A. O(n^2)
B. O(log n)
C. O(n)
D. O(n log n)
Answer: B",True,"Question: In computer science, which of the following time complexity represents the ""best case"" among the provided options?
Options:
A. O(n^2)
B. O(log n)
C. O(n)
D. O(n log n)
Answer: B",32.255144119262695
Big O Notation,University,"Question: Which of the following functions has the fastest growth rate as the input size (n) increases?
Options:
A. O(n)
B. O(n^2)
C. O(log n)
D. O(n log n)
Answer: B",False,,20.63500714302063
Big O Notation,University,"Question: Which of the following functions has the highest time complexity?
Options:
A. O(2^n)
B. O(n^2)
C. O(n log n)
D. O(n)
Answer: A",False,,20.78649592399597
Big O Notation,University,"Question: Which of the following Big O Notations represents the best-case time complexity of the QuickSort algorithm?
Options:
A. O(n log n)
B. O(n)
C. O(n²)
D. O(log n)
Answer: B",True,"Question: Which of the following Big O Notations represents the best-case time complexity of the QuickSort algorithm?
Options:
A. O(n log n)
B. O(n)
C. O(n²)
D. O(log n)
Answer: A",14.936714172363281
